[INFO ] [2021-11-18 22:59:51,110] Pre-condition - Step 01: Open browserfirefox
[INFO ] [2021-11-21 00:12:31,855] TC_01_Register - Step 08: Click to Email textboxhoamt-112157939@gmail.com
[INFO ] [2021-11-21 00:12:31,995] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 00:12:32,141] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 00:12:32,288] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 00:12:32,422] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 00:12:34,911] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 00:12:35,075]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 00:12:35,083] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 00:12:37,076] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 00:12:37,873] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 00:12:38,057] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 00:12:38,215] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 00:47:55,397] Pre-condition - Step 01: Open browserfirefox
[INFO ] [2021-11-21 00:48:05,479] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 00:48:06,740] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 00:48:07,186] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 00:48:07,439] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 00:48:07,616] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 00:48:08,055] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 00:48:08,444] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 00:48:08,849] TC_01_Register - Step 08: Click to Email textboxhoamt423154506@gmail.com
[INFO ] [2021-11-21 00:48:09,013] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 00:48:09,166] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 00:48:09,317] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 00:48:09,479] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 00:48:10,742] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 00:48:10,953]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 00:48:10,962] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 00:48:12,211] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 00:48:13,156] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 00:48:13,355] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 00:48:13,502] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:03:31,907] Pre-condition - Step 01: Open browserfirefox
[INFO ] [2021-11-21 01:03:44,209] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:03:47,549] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:03:47,974] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:03:48,164] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:03:48,350] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:03:48,769] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:03:49,125] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:03:49,497] TC_01_Register - Step 08: Click to Email textboxhoamt1670620861@gmail.com
[INFO ] [2021-11-21 01:03:49,661] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:03:49,829] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:03:49,998] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:03:50,155] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:03:52,254] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:03:52,451]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:03:52,455] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:03:54,275] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:03:55,596] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:03:55,805] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:03:55,977] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:07:28,414] Pre-condition - Step 01: Open browserfirefox
[INFO ] [2021-11-21 01:07:37,488] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:07:38,800] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:07:39,263] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:07:39,489] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:07:39,733] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:07:40,197] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:07:40,601] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:07:41,055] TC_01_Register - Step 08: Click to Email textboxhoamt-1750101338@gmail.com
[INFO ] [2021-11-21 01:07:41,269] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:07:41,477] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:07:41,669] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:07:41,850] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:07:43,191] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:07:43,391]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:07:43,400] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:07:44,724] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:07:45,626] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:07:45,878] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:07:46,050] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:20:47,561] Pre-condition - Step 01: Open browserCHROME
[INFO ] [2021-11-21 01:20:47,561] Pre-condition - Step 01: Open browserEDGE_CHROMENIUM
[INFO ] [2021-11-21 01:20:47,561] Pre-condition - Step 01: Open browserFIREFOX
[INFO ] [2021-11-21 01:20:57,292] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:20:58,683] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:20:59,004] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:20:59,330] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:20:59,704] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:20:59,999] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:21:00,243] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:21:00,524] TC_01_Register - Step 08: Click to Email textboxhoamt-1866556472@gmail.com
[INFO ] [2021-11-21 01:21:00,857] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:21:01,148] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:21:01,421] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:21:01,636] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:21:01,703] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:21:02,858] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:21:03,004]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:21:03,006] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:21:04,122] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:21:05,003] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:21:05,266] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:21:05,506] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:21:05,541] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:21:05,950] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:21:06,133] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:21:06,319] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:21:06,720] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:21:07,171] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:21:07,563] TC_01_Register - Step 08: Click to Email textboxhoamt1063686706@gmail.com
[INFO ] [2021-11-21 01:21:07,730] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:21:07,897] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:21:08,063] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:21:08,235] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:21:10,440] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:21:10,689]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:21:10,690] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:21:13,094] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:21:14,514] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:21:14,717] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:21:14,862] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:30:40,522] Pre-condition - Step 01: Open browserEDGE_CHROMENIUM
[INFO ] [2021-11-21 01:30:40,522] Pre-condition - Step 01: Open browserCHROME
[INFO ] [2021-11-21 01:30:40,522] Pre-condition - Step 01: Open browserFIREFOX
[INFO ] [2021-11-21 01:30:48,967] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:30:51,084] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:30:52,082] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:30:52,357] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:30:52,391] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:30:52,629] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:30:52,790] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:30:52,935] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:30:53,008] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:30:53,185] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:30:53,232] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:30:53,389] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:30:53,593] TC_01_Register - Step 08: Click to Email textboxhoamt492747373@gmail.com
[INFO ] [2021-11-21 01:30:53,662] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:30:53,913] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:30:54,095] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:30:54,166] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:30:54,447] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:30:54,517] TC_01_Register - Step 08: Click to Email textboxhoamt265976629@gmail.com
[INFO ] [2021-11-21 01:30:54,702] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:30:54,730] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:30:54,867] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:30:55,014] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:30:55,185] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:30:56,532] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:30:56,762]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:30:56,764] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:30:57,134] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:30:57,301]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:30:57,301] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:30:58,004] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:30:58,724] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:30:58,919] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:30:59,147] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:30:59,308] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:31:00,789] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:31:01,085] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:31:01,319] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:43:37,271] Pre-condition - Step 01: Open browserFIREFOX
[INFO ] [2021-11-21 01:43:37,271] Pre-condition - Step 01: Open browserCHROME
[INFO ] [2021-11-21 01:43:37,271] Pre-condition - Step 01: Open browserEDGE_CHROMENIUM
[INFO ] [2021-11-21 01:43:44,481] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:43:46,092] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:43:46,344] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:43:46,627] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:43:46,909] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:43:47,157] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:43:47,398] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:43:47,613] TC_01_Register - Step 08: Click to Email textboxhoamt-772971043@gmail.com
[INFO ] [2021-11-21 01:43:47,912] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:43:48,159] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:43:48,427] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:43:48,710] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:43:49,868] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:43:50,025]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:43:50,028] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:43:51,329] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:43:52,111] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:43:52,432] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:43:52,722] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:44:01,928] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:44:05,174] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:44:05,574] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:44:05,752] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:44:05,948] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:44:06,367] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:44:06,742] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:44:07,130] TC_01_Register - Step 08: Click to Email textboxhoamt-1389953129@gmail.com
[INFO ] [2021-11-21 01:44:07,282] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:44:07,430] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:44:07,586] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:44:07,730] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:44:09,512] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:44:09,671]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:44:09,671] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:44:12,184] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:44:13,945] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:44:14,153] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:44:14,332] TC_02_Login - Step 04: Click to Login button
[INFO ] [2021-11-21 01:45:32,173] Pre-condition - Step 01: Open browseropera
[INFO ] [2021-11-21 01:45:32,173] Pre-condition - Step 01: Open browserFIREFOX
[INFO ] [2021-11-21 01:45:32,173] Pre-condition - Step 01: Open browserCHROME
[INFO ] [2021-11-21 01:45:40,184] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:45:42,718] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:45:43,003] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:45:43,234] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:45:43,540] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:45:43,961] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:45:44,266] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:45:44,490] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:45:44,688] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:45:44,724] TC_01_Register - Step 08: Click to Email textboxhoamt-1272134109@gmail.com
[INFO ] [2021-11-21 01:45:44,986] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:45:45,127] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:45:45,251] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:45:45,316] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:45:45,483] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:45:45,543] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:45:45,789] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:45:45,898] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:45:46,302] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:45:46,732] TC_01_Register - Step 08: Click to Email textboxhoamt-1550219844@gmail.com
[INFO ] [2021-11-21 01:45:47,008] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:45:47,202] TC_01_Register - Step 10: Click to Password textbox123456987
[INFO ] [2021-11-21 01:45:47,385] TC_01_Register - Step 11: Click to ConfirmPassword textbox
[INFO ] [2021-11-21 01:45:47,514] TC_01_Register - Step 01: Open Register link
[INFO ] [2021-11-21 01:45:47,596] TC_01_Register - Step 12: Click to Register button
[INFO ] [2021-11-21 01:45:47,652] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:45:47,812]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:45:47,815] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:45:48,898] TC_01_Register - Step 13: Verify Register success message is displayed
[INFO ] [2021-11-21 01:45:49,114]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-11-21 01:45:49,114] TC_01_Register - Step 14: Click to logout button
[INFO ] [2021-11-21 01:45:49,240] TC_01_Register - Step 02: Click to Gender Male radio
[INFO ] [2021-11-21 01:45:49,508] TC_01_Register - Step 03: Click to FirstName textbox
[INFO ] [2021-11-21 01:45:49,572] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:45:49,803] TC_01_Register - Step 04: Click to LastName textbox
[INFO ] [2021-11-21 01:45:50,077] TC_01_Register - Step 05: Select Day dropdown
[INFO ] [2021-11-21 01:45:50,232] TC_02_Login - Step 01: Click to Login link
[INFO ] [2021-11-21 01:45:50,292] TC_01_Register - Step 06: Select Day dropdown
[INFO ] [2021-11-21 01:45:50,519] TC_01_Register - Step 07: Select Day dropdown
[INFO ] [2021-11-21 01:45:50,607] TC_02_Login - Step 02: Enter to Email textbox
[INFO ] [2021-11-21 01:45:50,722] TC_01_Register - Step 08: Click to Email textboxhoamt-1961019430@gmail.com
[INFO ] [2021-11-21 01:45:50,851] TC_02_Login - Step 03: Enter to Password textbox
[INFO ] [2021-11-21 01:45:51,025] TC_01_Register - Step 09: Click to Company textbox
[INFO ] [2021-11-21 01:45:51,123] TC_02_Login - Step 04: Click to Login button
